input,labels
in our own fairytale story,1
My sister is graduation exhibition,0
"And then , I found one day is diary .",1
"Even if they have a foreigner worker , we do not have time to talk to each other . We have to serve all the sushi as soon as possible to customers .",1
"When I use Yamada is point machine , ",1
"So I spend a lot of time translating an article , almost half of the day .",1
"But in Thai , I do not have much time to touch it compared with English .",1
Today I did oversleeping after a long time .,1
"And moreover , everyone has to cross this bridge .",1
"So we turned back to square A , and changed another route which was further than this one .",1
Tests of Proficiency,0
Today is the first day I started using lang - .,1
I like the way you have done very much !,1
"Anyway , thanks for reading my messy writing .",1
"Though , I am not there with you guys .",1
I am in horror at this thought .,1
"Still , I decided to announce the stammering .",1
Two weeks before the match our coach chose the people who would play in the match .,1
But I do not have friends on this site .,1
"One thing is , human beings have been evolved in an on - the - fly way .",1
you must have something that we donot know .,0
Good Night .,1
"If you saw this movie , please let me know how you like it .",0
"Instead , I jog recently in my neighborhood once a week .",1
I will have a medical examination next week .,1
"In Japan , it is rainy season now but we do not have much rain this year .",1
"I have wanted to visit it since long ago , so I asked them , When I return to Japan , can you guide me around Sado ? They agreed gracefully to act as a guide .",1
I have not taken TOEIC test for a long time .,0
I felt better than yesterday .,1
It is very disgusting .,0
I have little knowledge about perfume .,0
The dimensions of the kitchen should between . and square meters .,0
"But , really ?",0
My parents want it .,1
"I burst into anger and said , I never say you ca not drink and I do not intend to do so , but you should consider a moderate amount of drink ! ! ! , What are you driving at ?",1
I feel amazing .,1
I asked him Do you want to be my guard ? The dog just wag his tail .,0
"Of course , in English .",1
Poor my son .,1
"As soon as I got home , I only ordered Samurai Worriers chronicle .",0
I make a lot of efforts to be a great designer .,0
I am going to be a busy day .,0
"However , there are only a small number of people who can speak English fluently and follow English news and movies .",1
and Hello in Germany .,1
"On the other hand , I noticed that the tests at university were different and more difficult to answer than those at junior high or high school .",1
If you would kindly like to send bug reports or leave any comments .,0
Can you lend me some money ?,1
I decided that I wanted to go to Nepal and I wanted to do volunteer work ! ! ! ! ! !,1
This is enough in almost all cases .,0
I am in Taiwan now ! !,0
"these days , there are more and more things i must do and i want to do .",0
my diary,0
It is a long time ago .,0
"Also it is just time spending , It is not joyful to me anymore now .",0
Today is dinner was the pot .,1
"hopefully , I wish he would shot down my depression .",0
What should I do to brush his teeth smoothly ?,1
Self introduction,1
"In fact , my mind is fully filled with thoughts but I do not want to say anything , because my mind is in a closed position .",1
" Ideally , it would be desirable that you can speak the language they speak in whatever country you visit .",1
"Today , let me introduce it to you .",0
it is important to understand in that case .,0
Thank you,0
There are times ! !,1
 Deltan enters a convenience store and immediately yells o you have my resume ?,1
Tonight is my turn .,1
TOEFL is busy and very difficult ! ! !,1
"I should not be hesitant when doing it . However , this is not going to be easy , either .",1
British weather is very changable .,0
And he told me that it is heroine from Naruto .,0
We had lunch in a large multi - purpose room .,1
Tourism and hospitality industries have to try the pollution prevention and the waste minimization .,0
We made packages of apples .,1
The teacher said the sentence you wrote is unnatural .,0
how to stay healthy,1
Which part of England are you from ?,1
But I do not have friend in this site .,0
It would be good to catch up with my old friends !,0
Sorry my husband . ,0
My mother and I are looking forward to visit your shop very much !,0
It was really profitable and enjoyable .,0
It is suggest that now is spring already .,0
I went to the summer festival yesterday .,0
I am too direct .,1
We really enjoyed the trip .,0
I was deeply impressed with his method and wanted to utilize it in order to improve my English .,1
My place has a lot of nature .,0
Hello ,0
I will save money .,1
I have always been interested in the food habits of French people since I started leaning French when I was a student .,0
Talking with her was fun .,0
drink a coffee,1
"Last , I would like to thank you again , my friends , for your encouragement and support !",1
Someone on this site was wondering why people wanted to learn Japanese .,1
I became more and found a meaning of family .,0
Because the content is a little bit extreme I see it after my parents ' sleep .,1
"For me its seems quite crazy , at least out of control",0
"To tell the truth , I wanted a white one .",1
Thus we can only do what we are cultivated to do .,1
Some people speak very fluent Japanese and almost all of them are women .,1
I gave all my works to someone .,1
"Lover is special course , lover is dedicated suite , lover is coupon and so forth are chuck full of the stink coming off the coins .",0
and asked him to borrow instruments .,1
Is it easy ? Can beginners do that ? Or is he really good at music ?,1
"In this particular program I was watching , they were introducing old Japanese words .",0
I really like to communicate with foreigners .,0
It is about The last lesson .,0
Nice to know you ! !,0
"I set the alarm , but I stopped it and went back to bed again .",1
"It included the modification for whole text and logo , the transformation of the login page , the increase of the new java page and the applications of the multi - language .",0
I guess that his speech in this movie contains all of his thoughts about peace and the role of politics and international relations .,1
the photo is took before by someone .,0
"But yesterday , It was possible to present well .",0
"To Whom it May Concern , ",1
It was snow after a long time last month .,0
"By the way , what are the midnight riders in my town doing during the daytime ?",1
is the motel called Best American .,1
I ca nt travel there often because it is expensive to do .,1
Simple thinking is best in English .,0
It is an old book written I .,0
"If you want to , it does nt matter , but if there are people who have a baby or for any other important reason .",1
these days,0
We say a god is getting angry when an abnormal weather occurred .,0
even though she has year and half left to study Japanese at uni .,1
"Although we started the conversation in Japanese , once we knew that both of us can somehow communicate in English , we used English as a medium for communication .",0
I think I need more time to sleep .,0
"I also hope that one day my dream will come true , I can also become a teacher and accept students who give me this blessing .",1
I will keep my magazines for a present .,1
"For now , I think it is better for me to have some formal work experience , to years .",0
Now I live in the U .,1
"Despite Positive Signs , Jobs Still Hard To Find",0
I ordered to do acupuncture and moxibustion for the first time .,0
We ordered a lot of food .,1
"In my first class , I was nervous but I became accustomed gradually .",1
What do you do ?,0
"My family enjoyed it , and I was so proud of myself , although I spent too much time , and did not take time to study .",1
The reason I saw that movie was only to see him .,0
I have been doing job hunting recently !,1
Would not he ?,0
It disturb my sleep and it make me harder to get up in the morning .,0
 keep your eyes on me,0
Some angels do not cry,1
Did you enjoy your - minute trip to Kyoto ?,1
Use specific reasons and examples to support your answer .,0
He gives us a strappu of his company .,0
I had a bad dream .,1
I am tired of the games,0
I put a little decorated plant on my desk in the office .,0
"I thought my hair looked like a boy , and former long hair was better",0
Today I was practicing graphic thinking for my presentations .,1
Because it is very heavy when I ride motor bicycle .,0
instead of buying it with a credit card immediately .,1
"The harder i study , the very best i can get .",0
I had not covered it with a blanket .,1
"I love the idea of this song , encouraging people not to abandon themselves .",1
So I think fireworks should be held .,0
in English .,0
"In order to communicate with many people , I must study English !",1
And your email is almost perfect .,0
"When I dropped by a forest in the eastern area , there were several desks and chairs for resting in the comfortably large space where there were some tall trees .",1
I thought there were many ways to think of the word .,1
It was used only for month .,1
I made it ! !,1
You know what ?,0
"As she loves good food and good wine , I thought it would be a nice present for her to bring her to a lovely restaurant .",0
Next chance of taking the test is June .,1
Energy savving lamp is our factory product .,0
"The chart indicates the proportion of children who help with housework in three countries , America , South Korea , and Japan .",1
"In the morning , my wife cleaned our garden .",1
"My thanks to Geoff Cutter , also known as gc , for his corrections of my previous post .",1
"So I just took the general step , and changed some details .",1
When will I finish it ?,1
I have been there but I do not remember seeing anything like that . Maybe it is new .,1
"After three hours driving , we arrived at the car park .",1
I do not think so .,0
"In this case , input training means learning typical conversation patterns by heart .",1
This model is design has not changed much .,0
"After the age of , they start to speak very well .",0
"If there are any errors , please correct them .",0
Let is call it a day .,1
S Salesperson D enise,1
"Although I am a human medical student , I managed to do dog is birth .",0
I was relieved and resumed cooking .,1
Toyota want to sell to people who want to buy their car .,1
because any one tasty in japanese foods .,1
"First post , pierwszy post",0
By the age of I will have my own house .,0
I hope one day I will be a good speaker ,0
I played table tennis .,0
This is ashame point for all man .,0
"It forms the boarder between Thailand and Laos , and is the gate way to Vientian , the capital of Laos .",0
Tokyo is O .,0
Do you know him ?,1
The last they will clean up class and we take some picture together .,0
Is not it compared with Japan is cold ?,1
I want to know how each sect stemmed from the original one .,0
But I can not understand words because they are too difficult .,1
We Chinese also know being late is a bad thing and will break one is image in others ' eyes .,1
You told me the plan but you did the opposite decision .,0
"On top of that , some women have an ulterior motive .",0
"But before I had RSI , I liked to apply what vocabulary and grammar I had learned to games .",1
"OK , today just this but I am very happy because it is my new start .",1
But I can enjoy them .,0
"And autumn is not cold , not hot .",1
I hope the good work continues o o ,1
"So , I was strained .",1
 Chancing wife is a kind of reality show .,0
"Also , if he works in the office , it is easy for him to display his talent to his boss , and he may get promotion .",1
"Well , I could look at many clothes in some shops slowly .",1
How can people send friend is request without any message ?,1
"There are many reasons for this , but the main reason is slowness to apply new technologies day in and day out .",1
"Tomorrow , one of my friends will graduate from the school .",0
"My computer was broken , so I could not use it in a while .",0
Today is too hot .,0
"Entries by sRy from Spain are always fun to read , and sometimes my comments on her post grow into my own journal posts .",1
I am very happy .,1
"In the site , the man who appears in the TV commercial for SoftBank draws your portrait .",0
"Both my parents - in - law used to work , so he was used to help his wife with housework , especially taking care of his children .",0
"As I wrote about it many times , my bicycle blog , mama bicycle , is nominated as top of bicycle blogs for mom on the mom is website in CA , US .",1
And how about the blue color ?,1
"But one day , her family went to a party and all the others got drunk and she was the designated driver , so she could not avoid driving .",0
But I was disappointed with the food .,1
"Wheat , barley , lentils , and other vegetable seeds are soaked to grow on china plates and round earthenware vessels some ten days in advance , so that the sprouts are three to four inches in height by Nowruz .",1
"Figure shows that because material size reduced , the ratio of surface area and volume have been increasing , and the material physical characteristics has been changed .",0
I never mind what they say .,0
All your wounds are full of salt .,1
I tried taking a pre - exam for studying abroad yesterday .,1
"In conclusion , the impacts from other financial institutions which can issue E - money are one of the most controversial issues in the Chinese bank industry and the major contributor to these impacts is the low cost of operating in other institutions .",1
when she is unhappy or disappointed,0
Please correct my mistakes .,1
"I thought it was too difficult to cook but it is not difficult , beyond expectation .",1
I am looking forward the festival .,0
Recently there is lot of news talking about Vietnamese goverment will block facebook .,0
"I am learning English , and living U .",0
I have a question about the English climate .,1
"By going to the movies , we can escape our own lives , share other people is emotions , and imagine ourselves as someone else .",1
"Today , I tried selling on the freemarket .",1
"My life will be meaningless without them , so I do nt want to lose them .",1
"While other times , I will be active and open , warm and easy - going .",0
after lunch,1
A male peacock was trying to attract a female but she totally ignored him .,1
Today is my close friend is birthday .,1
"To be honest with you , I am going to visit Canada from Sept th .",1
"I like rain , but just today it was horrible because there was snow on the road , then it melted .",1
But it is difficult .,1
I first met your father in a shop .,0
"I have not a turtle , and my house is the third floor .",0
I was also told that people in other countries always save water and electricity .,1
"The other day , when I made more than students stay after school , I could nt teach as well .",0
"Normary , In the Kanto region , there are snowing the end of December .",0
"One was the most new Album CD , and the other was the best CD .",1
I could answer many question well because last week I could study hard at the Golden Week holidays ,0
"The more the prey move , the more they get tangled up in the traps because as if every single thread of their webs were made up of adhesive glues .",1
"Moreover , a small mountain and a lake is also near by my office .",0
"Many thanks , ",1
I heard a story from my client about internatinal marriage,0
"Hence , if I run in a standard meters running track , I will keep jogging in a lot of circles , which make me tired easily .",0
Plan to visit to a foreign laboratory,0
There are two reasons that I prefer to go to movies that I already know about the films .,0
Come on !,1
but I do not keep to do .,0
I am looking forward to reading your message !,0
I thought my classmates and my teacher Brendan would surprised that .,0
"After shopping , I realized that it was raining .",1
"So , I will try hard !",0
The president can nominate the Supreme Court justice .,1
We can help you your company so that you get maximum benefits in your market .,1
I did not want to do anything .,1
but now I can remember,0
"First , I have to think what should I write .",0
Thank you for your attention .,0
Then I went a pharmacy to buy medicine for a cough .,0
my dream house .,0
Could you answer me ?,0
Good luck to our learning .,0
"However , as we stayed up late last night , we overslept in the morning .",1
I live in japan .,0
Art museum,1
Because they never be shy .,0
What is this ?,1
He told me that is not enough because he thinks it is just at the low level .,1
"Now , I am looking for job .",0
It is getting cold at night in Japan .,1
Indian scholar,0
I wish them good luck and come back to Japan with precious experience .,1
I had a hard day yesterday .,0
So I asked school staff to coordinate one lesson on Saturday .,1
i want to take a trip Austrlia to have a working holiday,0
"If Ur crazy just again If it is like a Paradise , then throw the dice U make me full",0
"They were enjoying conversation , too .",1
"The class meets twice a month , three to six hours per lesson .",0
Talking with her was fun .,1
The goods are very cheap and the express delivery is fast .,1
She is pregnant now .,1
"If so , there should have been a sound from a drum or a whistle .",1
"My summer vacation is only one week , so I want to enjoy the rest of my vacation !",1
I feel disappointed and unhappy .,1
 - Just how far will the economy fall ?,0
The point is it seems possible in the system .,0
Conversation with a beautician,1
Introduce the Chinese holiday Dragon Boat Festival .,0
"When it comes to speaking , I am having sudden difficulties with speaking English with anyone .",0
That results is .,0
"If I stop writing my entry now , I feel like that I ca nt rewrite it again .",0
Single Day,0
"Yesterday , my best friend , Zac , his cousin , Brandon and I did Karaoke on Skype .",0
"I wanted to take a train , but I missed it . I slept at the station .",1
Thank you for your help in advance .,0
"Hi , nice to meet you !",1
Brand jeans and shirt in Japan are .,0
 Multifunctional bathroom,1
Every Friday I always consider that I choose the college near my home is right .,0
"If you want to get a bigger muscle by pushups effectively , another two is very important right after finishing the number of your limitation .",0
That is why we adults have to give them chances to do so .,1
I like Asian food very well .,0
If you want to learn,0
"But rather than this , I sad that my superior cleared up my mistake .",1
Breathing is difficult and very harmful .,1
I hope it was of help you to improve your Japanese !,0
The event space was located deep in the forest .,0
and died .,1
"However , they never talk about serious topics in a public place .",1
It is known for everybody that Kadafi is making a lot of human trangression across this fourty two year he is been on the command of Libia .,0
I regretted so much . ,0
"When I was a kid I always had an astronomy book in my hand , looking at pictures of the Giant Jupiter , Saturn and all of their halos and learning about the universe in general without understanding the whole proportion and concept behind it .",1
"but as I getting older , I am interested in taking care of children who grows in poor surroundings .",0
It was true that I have never worn strange apparel when I am in school .,1
Most languages operate with the identical meanings and ideas .,1
There those thousand thinkers were thinking,1
What do you think ?,1
"If Ur crazy just again If it is like a Paradise , then throw the dice U make me full",1
Enjoy your life !,0
mobile phone ,0
The first one has already been corrected .,1
"Some people went back because he or she thought no more earthquake - maybe they did not know TSUNAMI came - , some went back home to help elder persons or their pets .",0
Most of people who join lang - want to improve their second or third language .,0
I am an entrepreneur .,1
you can listen stories that each instrument talks .,0
"Incidentally , I really love eating .",1
"Do I take this woman , Zoe , daughter of the late Emperor , as my lawfully wedded wife ?",0
I am very tired becasue I worked hour .,0
I really really want to see it with my own eyes .,1
I hope to her to get a good marks .,0
There is a growing need for immigrant children to learn English as quickly as possible ,0
"Anyway , in days I am going to Australia alone .",1
What is it called ?,1
So I asked this job to Shanghai is company employee .,1
"On the other hand , what is uncomfortable is to see that even pregnant women were heavy smokers .",1
Dubois is a ideal family man .,0
I remembered a phrase in a film Japan is hell on earth .,1
I will add or sentences next time .,0
And conservatives understand that educators should try to dissuade bullying and blunt the sharp edges of cliques .,0
Its unique form and charm perfectly express the ethos of Chinese people .,1
I am sure Japan will take over and come back even stronger for the future .,1
"Of course , the landscape I saw during the trekking was also exciting .",0
today is HALLOWEEN . I do not know whether there is a party in my company . I do not know much about this holiday . I will wait for someone is advice .,1
Is that correct ?,1
"I hope you guys will like it as I do , even though I know I have made many mistakes in there .",0
"originally , i do not think it is a big problem to find a part - time job , however , when my resumes were refused again and again , i began to realize that i was confronted with job - hunting problems , as a matter of fact , we college students should not take responsibilities for this situation as a whole .",0
"And a time when you can choose , ",0
At first .,0
People hurt each other,0
"And I am always thinking , what about other countrys ?",0
"If I need some help , please give me your help ",1
"hello , every one ",0
My friends are just talking about girls and soccer .,1
"My daughter , son , and wife have been infected by the H N influenza early this week .",1
The news said sparrows are decreasing in Japan .,1
England is a country which is full of idioms .,1
"sorry I am kind of kidding , but I did not know what to say .",0
I wonder how to make them .,0
are all in love with you . ' ,0
I want to start studying Mandarin .,0
Many young women sit in a warm bathtub to encourage their blood circulation and perspiration while taking care of their skin .,0
why did I notice it . ?,0
"I did not move , eats some .",0
I am nervous .,1
Such a reason we will use only second floor is bathroom For the present .,0
"Luckily , there was a man who would like to help me out .",1
That will born itself without you .,1
White Canadians aimed to destroy aboriginal culture and languages .,1
Is there any,1
Enjoy it !,0
What is your answer ?,1
"It is cold today , is not it ?",1
"If this is wrong , please let me know m m ",0
"I think Q has ended here , but I seem to being written next .",1
What should I do ?,1
"The lime is a little tropical limon , perfectly round and big like a golf ball , frog - green colored in the dictionary I found grass - green .",0
"If I will write day by day , it will improve my English writing skills .",1
I came to visit a friend who is studying here .,1
Just for money ?,0
I have entered this company for months .,0
"After that , I met other friends , and we did our activity making Pod - cast !",0
"If so , that would be great .",1
"From now on , Nobody knows what happen .",0
My younger daughter took to my father .,0
My feeling,0
"I am an university student , and live in a residence .",0
"I learn English everyday , I have been busy at work for a long time though , but my English skills seems as same as one year ago .",0
There is a washing machine for train at the station .,0
I had a dream .,0
"I took some pics , and posted two of them here .",1
"To improve this situation , I need to build up my vocabulary , expression , grammar .",1
" The Cabinet Office finally chose about young people , choosing one or two from each prefecture , .",1
"However , sadly , it has been getting lost its flavor , since I had put it in the refrigerator .",0
I am sorry for hiding this .,1
Oh my god !,0
"dry them completely before peel , ",0
I am in the circle which makes silver accessory from the circle of a university .,0
But I could not leave my home earlier than I planned .,0
That phrase is what I had said to the customers over the counter when I ask them to enter their PIN for their debit cards .,0
Because of sunday .,0
I am a researcher .,1
Curry restaurant,0
The Thai Festival,0
Johnny Depp,0
I have a six - year - old daughter and she likes to collect leaves . ,0
Event Staff,1
It is a very hot day again !,1
I would like to enjoy learning English by using Lang - .,0
"When I was a child , I used to spend my holidays in my grandmother is village with my parents .",1
"But , We haven t long time , So shopping and shopping .",0
"It is very comfortable for me , and it is very CHEAP !",1
What language do you speak ?,0
some people think it is weird .,0
Practice of Conversation,0
I checked the weather forecast by mobile phone yesterday and it was interesting that it will be like a sauna tomorrow !,0
"I used to be a lot better at it in the past , where has all my English gone ? ! ?",0
"Father , Mother , big brother , and I .",1
about Chinese,0
I will write a lot of diaries and make mistakes .,1
"Finally , they love to dance .",0
Dose not these have a enphasis ?,0
"But , so it is very fun .",0
"First off , my friends did not wan o watch it but I reccomend her to watch it because this movie is make from disney .",0
"If you are interested , please read previous one and correct them as well .",0
Another elder sister is in Osaka .,0
I hate time difference .,0
and there will have a nice feast tonight ,0
The man turns around when he finishes to say .,0
Is this right ?,1
"I will help you , too ! ",1
It is so tough for me to read them .,1
I was just kidding .,1
She is in America .,1
contact lens,0
Because there is no UPS !,0
"Anyway , I would like to introduce myself .",1
They did not seem to be wet at all .,0
They became unhappy .,1
I am a high school student in Japan .,0
"If you have any idea or any interpretation , would you please tell me ?",1
This was a symbolic incident .,1
"I had been using iKnow for more than one year , so I was really excited about the drastic change .",1
"Pop musics or old musics , which one do you prefer ?I choose both .",0
It is very interesting .,1
Long Beach California was really good city .,0
its like a lightning bolt idea to make coffee !,0
There is even DJ .,0
The Weekend Schedule,1
"Since there are so many non - japanese people working out at our gyms , I would like to welcome them to our ruuning session , too , which is exciting ! ",0
Go to Malaysia,0
and its business model is the same customers pay for convenience with higher prices on most goods .,1
I saw a TV program about a person who won a lottery ticket on TV .,1
I hope there happen the lucky on me .,1
It is very difficult for me .,0
"N . , Hit Chart Countdown , a wonderful song came across my heart and mind .",0
It was so cold that I could see the steam coming out of my mouth yesterday .,1
It has many kinds of sake from everywhere in Japan .,1
I do not grab what they say so much despite weeks passing .,1
It is his first work trip to the USA .,1
People keep leaving or coming around me .,0
He gave us a dessert .,0
"Someday , I want to study abroad or live abroad , certainly .",1
I drink a cup of soymilk into a strawberry or barley tea .,0
Today I still go to the library to practise my English grammar .,1
Mud festival in South Korea,0
I get thirsty .,1
"Now , I can handle general problems such as the computer being affected by poison or changing some computer hardware and so on .",1
"If only we knew His reason , knew why ?",1
"In addition , I like Chet Baker is saxophone performance .",0
"Above all , I think that climate change is one of the biggest probrem over the next years .",0
i will practice very harder .,0
I wondered about it .,1
A twin brother and sister who were separated at birth and later married each other without knowing they were siblings have had their marriage ended .,0
Shopping at Gold Coast,1
I look forward to the latter part being shown in spring .,1
I am very sleepy and feel pain .,0
It means that my sons are too young to be home by themselves at night .,1
our brain is activated more not only write words and sentence,0
What are you doing now ?,1
"One is about writing a diary in Eng , another is an Eng dictionary , the other is about Eng speaking ",1
Stay in my office tonight .,0
"i am a foreign trade person , and my boss is an indian .",0
The difference of the way to cheer is also interesting .,0
I enjoyed holidays .,0
"I practiced TOELIC is test last night , it let me down .",0
So I want to finish our relationship .,0
Japanese people always make ready against earth quake .,1
"gay , lesbian , bisexual .",0
Fortunately the weather is going to change this week in accordance with the weather forecast .,1
 Derek Trucks ,0
So how can I change myself to become more useful ? There are some viewpoints I can permit myself to choose .,1
He used the knowledge he had acquired to describe his room .,1
Looks like it was true after all .,1
"Because I want to study English , the friend wants it .",0
I must study .,1
Many small things make a great .,1
"and rise up at on morning , and people also tries to make the best of sleep period .",0
Also expression is different .,0
Is that right ?,1
I like it .,1
"And in this morning , the pain was not getting better at all .",0
I also developped a passion for design and communication .,0
In particular the spread of the Internet has a big effect on us .,1
Tuesday morning it is for year old .,0
I will not give up .,0
I do not want to imagine the next summer is situation .,1
"After I hung it up , I noticed his call registers .",0
Tell me about yourself .,0
"The questions for the exam , which no one but the students know , are posted on the Internet bulletin boards to find the answers .",1
Some of them were able to work without my help but I had to train others .,1
The growth of loquats in this year is faster than in an average year .,1
"She might get rid of your stress , but I felt the stress !",1
"As I read an article that , a frind of mine who is like my brother has written , says I want to end up my life , I realize what I have done by alienating him while I have been struggling only with my affairs .",0
They rolled away from the raft to the river bank running on debris and driftwood floating in the river .,0
Such a glorious season !,0
My daughter is making many chocolates for Valentine is Day now .,0
I was happy to hear that .,1
"Words like diamond , love and paradise were considered happy .",1
"anyway , thanks for reading my messy writing .",0
Reading books on a mobile phone .,1
A plot of green amidst barren yellow appeared in my sight .,0
"She may feel He is a special man , not like others I have known . ",0
The second thing which we have to consider is dynamics of the changes within the personality of mankind .,0
Spring vacation lasts until the end of March .,0
"And about The brave new world - it is more that actual now - it is what we have now , or in the near future , lol .",1
I went to Tokyo tower in Minato Ward last Tuesday .,1
One problem I faced while travelling here was that Chinese people could not speak English .,1
"When I came to America before , it was fall .",0
"It is one of the kind of the house , and connect from a front porch to a living room , a kitchen , a bath with a corridor .",0
"Even though I eat lots of food , I wo not get fat .",1
Now I usually use a kind of curry roux for my curry .,1
I ca not forget the Day . in New York forever .,0
still the sight somehow made me anxious .,0
So the decline of this rate in most developed countries has been and will be the unavoidable reality and agrees with the laws of advancement of society .,0
I hope it was interesting for you to read it ,0
Holy Bible,0
Meanwhile there are some big parks which is not often seen in Japan .,0
Thank you .,1
"If someone richer than you , you will work harder to earn more money , if someone is more brilliant than you , you will study harder to enrich yourself , if someone is more popular , you will learn to be friendlier , and , if someone is more beautiful or handsome than you , you will try to make yourself look better .",0
Unfortunately I ca not visit this place as often as I want cause I have not my own car .,0
I think English is the most difficult subject of all .,1
I thought that was pretty mellow .,0
Someone said .,1
Now try to start to learn English .,1
"I know , I know .",0
My rule is writing my diary in English even a few sentences .,0
ink painting,0
I must meet the train with my super friend .,0
but unfortunately my friend caught a cold .,1
It is delicious and the bill is only yen .,0
For two nights I am trying to learn the examination questions .,0
This is a short poem that I wrote .,1
Actually I know only my great - grandfathers .,0
My curry .,1
i going to speak english as much as i can,0
"Nowruz , Iranian New Year - ",1
Besides almost professors only write the same as textbooks at blackboard .,0
"If you have free time , please check this entry .",1
"Before asking her , I always thought it is much better to know one thing very well because in our society , working experience is an essential condition for finding a good job , but without sound knowledge of at least one field , it is very hard for us to get a job .",1
Could you tell me how you say it if you were me ? ? ,0
My vegetable basket filled with potatoes .,0
"Well , my English is basic , but I think that I can be understood .",1
I have visited some interesting sites .,1
He said It is due to metal fatigue .,1
One of the surprised things is that most of the people are old women .,1
"Actually , I do not like looking in the mirror .",1
"The verb to book means something like register in this case , right ?",1
My daughter is request,0
She always sleeps only two hours except a day off .,0
How to Get Up Right Away When Your Alarm Goes Off,0
I did not know that she had such a dream .,0
she is so cute and little .,0
foreshadows the growing future of language - minority into majority .,0
Being open to the world then you will perhaps get feedback from the world .,0
I want some drink .,1
" is a perfect timing to plan a big thing , is not it ?",0
"There were so many people from all over the world , and it was so fun !",1
But Japanese has a little something to support systems .,1
Because I could not remove tiredness from my body yesterday .,0
"HE TOLD ME THAT IT IS NOT ONLY SCHOLASTIC ABILITY , AND GROWING OTHER ABILITY IS MUCH IMPORTANT .",0
I have started Twitter .,0
I was surprised and laughed .,1
But my sister ca not teach it yet .,0
I wonder if they took over European culture from England .,1
"As soon as I arrived school in Cebu , I had fevoer , diarrhea and insomnia for two weeks .",0
The most important things are to accomplish everything of your life and enrich the content of you .,0
"I am interested in international relations , especially .",0
Thanks very much for your advice and care with your heart .,0
I feel cold even inside of airport .,0
" It is very comfortable to work , but I feel sometimes tired and boring .",0
I hope I will play soccer with many foreign players .,0
I want to be in Japan because my son is only year old .,1
The st day,0
My co - worker is on maternity leave so new employees joined the,0
"Is speaking English with a Japanese accent strange , disgraceful or individualistic ?",1
"I joined them a bit late , after they ate something for dinner .",1
Help please ! D ,1
"However , when people do something in reality , they use not only their sense of vision , but also their other senses , such as their acoustic , tangibility , smelling and so on . For example , when people cook their meal , they use their whole senses and perception .",1
Writing is my biggest enemy .,1
It was a fantasy like a fairy tale .,1
He wrote things when he was on his tour of all American .,1
"I think I will change my attitude to my life and job again toward a better status , which is to be .",1
My cousin said Bleeding love is talk about me .,0
So if I entered the school and speak Japanese or other language I would be expelled from the school .,0
I think they are not native .,1
I think it is very sad .,1
The world had taught me to always think of myself in the first place .,1
"haha , waiting for you ! ! friends",0
 - I think there is no way except to spend a lot of time learning English .,1
ANGELA - CHILE,1
I want to travel to Europe and South Korea .,0
Introducing funny pranks part ,1
Exchanging our languages is really useful and pleasing as well as making new foreign friends .,1
Now I am university student in Nagoya .,0
One problem I faced during traveling here was Chinese people could not speak English .,0
"Okay , enough of the explanations .",1
"Because I heard the th season was the last , but I was not able to understand this story .",1
I took a roundabout course to avoid the danger of snow road so I could make it to work on time .,0
"Although the episodes of it were going to be shown on TV every week in Japan , I could not wait for them .",1
"As far as someone is personality is concerned , it is two sides of the same coin .",0
Cameron Diaz was awesome too .,1
I went to the hospital yesterday .,0
I changed the name again and again .,0
The reason why I chose these is the main actor and the atmosphere of the movie world .,1
Would you sometimes feel your life is living in a box ?,0
"I understand it is difficult , as a matter of fact . X ",1
I hate tomorrow s classes of university .,0
"To keep cool , I use air conditioning and an electric fan .",1
on sunday i went to walk with my flatmate she is like my sister here so we went just for walk and drink some coffe and then i back to my flat .,0
The second reason is that I want to learn professional knowledge about economy .,0
"Therefore , I disagree with the statement Luck has nothing to do with success .",0
I will try to translate some sentences written in English into Japanese today .,0
One of my coworkers treated me to it !,1
actually I could see about over people yesterday .,0
I still have a lot do not know how to do .,0
I went shopping to the department store with my mother .,0
I want to teach you guys Japanese slang today .,1
"For many years , Chinese poets write about long lost lovers finding",0
I can always drive her to anywhere she wants to go !,0
I will keep writing a diary here .,0
He dropped the habit of having a walk with his favourite Dalmatian along the river after breakfast .,0
And it looks soooo beautiful .,1
but to their colleage and boss .,0
He was born exactly three years after my marriage .,1
He has already experienced in childhood his mother rejecting his father or directly rejecting him .,1
the score of Japan vs Paraguay is at - at the half time !,0
I took an airplane in February .,1
Suggestions can be a first step to solving problems because the bad situation will be discussed as a problem .,1
Looking for job,0
Today I went to the hair salon for my hair color change .,1
The professor of New Zealander drinks like a fish .,1
Beau suggested me to go to beach for swimming .,0
Alarm Clock,1
and the actors ' songs were really really fantastic .,1
The picture in the right was the count I wrote today .,0
You were a perfect and ideal man .,1
The ink was made in the shop to celebrate the th anniversary .,1
Not only British .,1
I am glad my english sentence is corrected .,0
books and references because I could upload any information to my,1
We appreciate them .,0
The theme was racial discrimination in is .,0
So it is we ourselves who knit us into a web of self - pity and confusion .,1
"Boiled down and stuffed into the Buffalo on a Saturday night , the fundamental elements achieve a critical mass around eleven .",1
I got home from work .,1
"You have nt come to see me , have you ?",0
"In another speech , the fireflies in Japan are decreasing because neutral detergents are used in many houses .",0
I have a dream to appear in a tennis tournament in a mixed doubles with her .,0
